Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules
balance-scale-weka.filters.unsupervised.attribute.MakeIndicator-Clast-V1-N-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,1,weka.classifiers.meta.XGBoost,'-S 1 -I 100 -W weka.classifiers.rules.XGBoostRules -- -S 1 -colsample_bynode 0.5 -eta 0.3 -gamma 1.0 -lambda 1.0 -max_depth 6 -min_child_weight 1.0 -subsample 0.5',-7904453909409312251,2.02310191039E7,562.0,63.0,58.0,5.0,0.0,92.06349206349206,7.936507936507937,0.0,0.8398576512455516,0.1571660366900619,0.2408201714896214,31.62904177430494,48.31639849666666,62.71353316621688,18.267670556269884,44.44586260994699,0.9954529074002679,0.2899630247026966,0.7054898826975713,44.61506527842391,0.7081756393400621,71.1410488708641,0.9411764705882353,32.0,0.10344827586206896,3.0,0.896551724137931,26.0,0.058823529411764705,2.0,0.9142857142857143,0.9411764705882353,0.9275362318840579,0.8402887555464305,0.9858012170385395,0.98831126948387,0.9206349206349206,0.0829067259087543,0.9170932740912456,0.07936507936507936,0.9208616780045352,0.9206349206349206,0.9205138449989708,0.8402887555464305,0.9858012170385395,0.9867773357201585,0.9199084668192219,0.9206349206349206,0.012,0.001,0.02,0.0,20.0,0.0,17489.0,40183.0,5752.0,100.0,77.77777777777777,?,100.0
balance-scale-weka.filters.unsupervised.attribute.MakeIndicator-Clast-V1-N-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,2,weka.classifiers.meta.XGBoost,'-S 1 -I 100 -W weka.classifiers.rules.XGBoostRules -- -S 1 -colsample_bynode 0.5 -eta 0.3 -gamma 1.0 -lambda 1.0 -max_depth 6 -min_child_weight 1.0 -subsample 0.5',-7904453909409312251,2.02310191039E7,562.0,63.0,59.0,4.0,0.0,93.65079365079364,6.349206349206349,0.0,0.8722109533468559,0.1564100479248192,0.231037696419608,31.47690203253668,46.353714221330335,62.71353316621688,17.73534458761366,44.978188578603216,0.9954529074002679,0.2815134061525978,0.7139395012476701,45.07016085785581,0.715399378696124,71.86672251171241,0.9411764705882353,32.0,0.06896551724137931,2.0,0.9310344827586207,27.0,0.058823529411764705,2.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8722109533468559,0.9939148073022313,0.9950433244550893,0.9365079365079365,0.06429698316108051,0.9357030168389194,0.06349206349206349,0.9365079365079365,0.9365079365079365,0.9365079365079365,0.8722109533468559,0.9939148073022313,0.9942117790332076,0.936105476673428,0.9365079365079365,0.014,0.0,0.01,0.0,10.0,0.0,17585.0,40183.0,5752.0,100.0,80.95238095238095,?,100.0
balance-scale-weka.filters.unsupervised.attribute.MakeIndicator-Clast-V1-N-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,3,weka.classifiers.meta.XGBoost,'-S 1 -I 100 -W weka.classifiers.rules.XGBoostRules -- -S 1 -colsample_bynode 0.5 -eta 0.3 -gamma 1.0 -lambda 1.0 -max_depth 6 -min_child_weight 1.0 -subsample 0.5',-7904453909409312251,2.02310191039E7,562.0,63.0,59.0,4.0,0.0,93.65079365079364,6.349206349206349,0.0,0.8728557013118062,0.1388084532888847,0.21768115577893563,27.934650896356207,43.67395556099959,62.71353316621688,15.702772283629137,47.01076088258774,0.9954529074002679,0.24925035370839901,0.7462025536918688,46.98523403692031,0.7457973656654018,74.92040659292779,0.9117647058823529,31.0,0.034482758620689655,1.0,0.9655172413793104,28.0,0.08823529411764706,3.0,0.96875,0.9117647058823529,0.9393939393939394,0.8746248529792245,0.9939148073022313,0.9949552369967595,0.9365079365079365,0.059225989246273224,0.9407740107537268,0.06349206349206349,0.9385880696364567,0.9365079365079365,0.9366041366041367,0.8746248529792245,0.9939148073022313,0.9942532359419276,0.9363636363636364,0.9365079365079365,0.013,0.0,0.01,0.0,10.0,0.0,17681.0,40183.0,5752.0,100.0,77.77777777777777,?,100.0
balance-scale-weka.filters.unsupervised.attribute.MakeIndicator-Clast-V1-N-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,4,weka.classifiers.meta.XGBoost,'-S 1 -I 100 -W weka.classifiers.rules.XGBoostRules -- -S 1 -colsample_bynode 0.5 -eta 0.3 -gamma 1.0 -lambda 1.0 -max_depth 6 -min_child_weight 1.0 -subsample 0.5',-7904453909409312251,2.02310191039E7,562.0,63.0,60.0,3.0,0.0,95.23809523809524,4.761904761904762,0.0,0.904400606980273,0.15232774457930548,0.22037456135527533,30.655354669188284,44.21434076351234,62.71353316621688,17.05807570309467,45.655457463122204,0.9954529074002679,0.27076310639832807,0.7246898010019397,45.80204234339827,0.7270165451333058,73.03374571801568,0.9411764705882353,32.0,0.034482758620689655,1.0,0.9655172413793104,28.0,0.058823529411764705,2.0,0.9696969696969697,0.9411764705882353,0.955223880597015,0.9048601535451337,0.9918864097363083,0.9931754402046148,0.9523809523809523,0.045687240413406736,0.9543127595865933,0.047619047619047616,0.9529581529581529,0.9523809523809523,0.9524291376049535,0.9048601535451338,0.9918864097363083,0.9923575427150244,0.9521882114849483,0.9523809523809523,0.012,0.0,0.01,0.0,10.0,0.0,17609.0,40183.0,5752.0,100.0,80.95238095238095,?,100.0
balance-scale-weka.filters.unsupervised.attribute.MakeIndicator-Clast-V1-N-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,5,weka.classifiers.meta.XGBoost,'-S 1 -I 100 -W weka.classifiers.rules.XGBoostRules -- -S 1 -colsample_bynode 0.5 -eta 0.3 -gamma 1.0 -lambda 1.0 -max_depth 6 -min_child_weight 1.0 -subsample 0.5',-7904453909409312251,2.02310191039E7,562.0,63.0,60.0,3.0,0.0,95.23809523809524,4.761904761904762,0.0,0.9034236075625957,0.18170717958250387,0.2448302267069396,36.56784948417268,49.12094665671118,62.71353316621688,20.339607764312863,42.37392540190402,0.9954529074002679,0.322850916893855,0.672601990506413,42.42590858418631,0.6734271203839097,67.65032432751006,1.0,34.0,0.10344827586206896,3.0,0.896551724137931,26.0,0.0,0.0,0.918918918918919,1.0,0.9577464788732395,0.9076664261168419,0.9949290060851927,0.99579407520584,0.9523809523809523,0.05582922824302135,0.9441707717569786,0.047619047619047616,0.9562419562419562,0.9523809523809523,0.952088287299555,0.9076664261168419,0.9949290060851929,0.9951838395290777,0.9516005121638924,0.9523809523809523,0.012,0.0,0.02,0.0,20.0,0.0,17441.0,40183.0,5752.0,100.0,82.53968253968254,?,100.0
balance-scale-weka.filters.unsupervised.attribute.MakeIndicator-Clast-V1-N-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,6,weka.classifiers.meta.XGBoost,'-S 1 -I 100 -W weka.classifiers.rules.XGBoostRules -- -S 1 -colsample_bynode 0.5 -eta 0.3 -gamma 1.0 -lambda 1.0 -max_depth 6 -min_child_weight 1.0 -subsample 0.5',-7904453909409312251,2.02310191039E7,563.0,62.0,53.0,9.0,0.0,85.48387096774194,14.516129032258064,0.0,0.7060063224446786,0.1744869638554525,0.2654141612404243,35.15632315573733,53.32166372388829,61.5997341917195,20.39595634735005,41.20377784436945,0.9935440998664435,0.3289670378604847,0.6645770620059588,41.287806992880626,0.6659323708529133,67.02594992435976,0.8823529411764706,30.0,0.17857142857142858,5.0,0.8214285714285714,23.0,0.11764705882352941,4.0,0.8571428571428571,0.8823529411764706,0.8695652173913043,0.7063833015617427,0.9705882352941176,0.9775844509638206,0.8548387096774194,0.15105719707237736,0.8489428029276227,0.14516129032258066,0.8547533708824031,0.8548387096774194,0.8545709549917123,0.7063833015617427,0.9705882352941175,0.9730088229821592,0.8529644268774703,0.8548387096774194,0.012,0.001,0.01,0.0,10.0,0.0,17609.0,40252.0,5683.0,100.0,75.80645161290323,?,100.0
balance-scale-weka.filters.unsupervised.attribute.MakeIndicator-Clast-V1-N-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,7,weka.classifiers.meta.XGBoost,'-S 1 -I 100 -W weka.classifiers.rules.XGBoostRules -- -S 1 -colsample_bynode 0.5 -eta 0.3 -gamma 1.0 -lambda 1.0 -max_depth 6 -min_child_weight 1.0 -subsample 0.5',-7904453909409312251,2.02310191039E7,563.0,62.0,60.0,2.0,0.0,96.7741935483871,3.225806451612903,0.0,0.9348739495798319,0.17915373647931213,0.24390034089882442,36.09660294990391,48.99954056245008,61.5997341917195,19.804102241030982,41.79563195068852,0.9935440998664435,0.3194210038875965,0.674123095978847,41.84154128960042,0.6748635691871036,67.9248731161326,0.9705882352941176,33.0,0.03571428571428571,1.0,0.9642857142857143,27.0,0.029411764705882353,1.0,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9348739495798319,0.9936974789915967,0.994555069957947,0.967741935483871,0.032867985904039033,0.967132014095961,0.03225806451612903,0.967741935483871,0.967741935483871,0.967741935483871,0.9348739495798319,0.9936974789915966,0.9941677708118531,0.967436974789916,0.967741935483871,0.013,0.0,0.01,0.0,10.0,0.0,17561.0,40252.0,5683.0,100.0,85.48387096774194,?,100.0
balance-scale-weka.filters.unsupervised.attribute.MakeIndicator-Clast-V1-N-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,8,weka.classifiers.meta.XGBoost,'-S 1 -I 100 -W weka.classifiers.rules.XGBoostRules -- -S 1 -colsample_bynode 0.5 -eta 0.3 -gamma 1.0 -lambda 1.0 -max_depth 6 -min_child_weight 1.0 -subsample 0.5',-7904453909409312251,2.02310191039E7,563.0,62.0,61.0,1.0,0.0,98.38709677419355,1.6129032258064515,0.0,0.9675392670157068,0.12316560207484993,0.19073468696677978,24.76035030520516,38.22218335976333,61.82401170407469,13.234973593752407,48.589038110322285,0.9971614790979789,0.21346731602826463,0.7836941630697143,48.57986591917266,0.7835462245027849,78.57766679992211,1.0,33.0,0.034482758620689655,1.0,0.9655172413793104,28.0,0.0,0.0,0.9705882352941176,1.0,0.9850746268656716,0.9680494178792679,0.9989550679205852,0.9991087344028521,0.9838709677419355,0.01835372636262514,0.9816462736373748,0.016129032258064516,0.9843453510436433,0.9838709677419355,0.9838498509152033,0.9680494178792679,0.9989550679205851,0.9989879822896901,0.9837653836082744,0.9838709677419355,0.013,0.001,0.02,0.0,20.0,0.0,17657.0,40252.0,5683.0,100.0,75.0,?,100.0
balance-scale-weka.filters.unsupervised.attribute.MakeIndicator-Clast-V1-N-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,9,weka.classifiers.meta.XGBoost,'-S 1 -I 100 -W weka.classifiers.rules.XGBoostRules -- -S 1 -colsample_bynode 0.5 -eta 0.3 -gamma 1.0 -lambda 1.0 -max_depth 6 -min_child_weight 1.0 -subsample 0.5',-7904453909409312251,2.02310191039E7,563.0,62.0,60.0,2.0,0.0,96.7741935483871,3.225806451612903,0.0,0.9349422875131166,0.16070827104855148,0.23830777195691177,32.30766562313209,47.755568222261516,61.82401170407469,17.99455613629131,43.829455567783384,0.9971614790979789,0.2902347763917953,0.7069267027061836,43.91940865578825,0.7083775589643266,71.03940272593734,1.0,33.0,0.06896551724137931,2.0,0.9310344827586207,27.0,0.0,0.0,0.9428571428571428,1.0,0.9705882352941176,0.9369271648934462,0.9958202716823407,0.9962659739537866,0.967741935483871,0.03670745272525028,0.9632925472747497,0.03225806451612903,0.9695852534562212,0.967741935483871,0.9676402819192194,0.9369271648934463,0.9958202716823406,0.9960575003106908,0.967436974789916,0.967741935483871,0.013,0.0,0.01,0.0,10.0,0.0,17537.0,40252.0,5683.0,100.0,77.41935483870968,?,100.0
balance-scale-weka.filters.unsupervised.attribute.MakeIndicator-Clast-V1-N-weka.filters.unsupervised.attribute.ReplaceMissingValues,2,10,weka.classifiers.meta.XGBoost,'-S 1 -I 100 -W weka.classifiers.rules.XGBoostRules -- -S 1 -colsample_bynode 0.5 -eta 0.3 -gamma 1.0 -lambda 1.0 -max_depth 6 -min_child_weight 1.0 -subsample 0.5',-7904453909409312251,2.02310191039E7,563.0,62.0,62.0,0.0,0.0,100.0,0.0,0.0,1.0,0.11337007830361233,0.17053707702355345,22.791126788955786,34.174693294081486,61.82401170407469,11.840552306140589,49.983459397934105,0.9971614790979789,0.19097665009904177,0.8061848289989372,49.98345939793412,0.8061848289989374,80.84797155704442,1.0,33.0,0.0,0.0,1.0,29.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.012,0.0,0.01,0.0,10.0,0.0,17585.0,40252.0,5683.0,100.0,75.80645161290323,?,100.0
